Year,County,State,Data_Value,Sex,lon,lat,AVG(Data_Value)
2019,Anchorage,AK,65.9,Male,-113.27118312,25.57628952,178.76666666666668
2019,Fairbanks North Star,AK,52.5,Male,-113.27442697,27.32948942,178.69999999999996
2019,"Juneau, Hoonah-Angoon, Skagway, Haines",AK,254.0,Female,-109.84250849,25.68783851,246.5
2019,Kenai Peninsula,AK,58.8,Male,-113.6800473,25.029365,133.1
2019,Matanuska-Susitna,AK,45.2,Male,-113.52536917,26.05635998,136.36666666666667
2019,"Prince of Wales-Hyder, Ketchikan Gateway, Petersburg, Wrangell",AK,303.5,Female,-108.62176077,25.07126589,303.5
2019,Autauga,AL,27.8,Female,-86.64295911,32.53530561,180.8
2019,Baldwin,AL,24.7,Female,-87.72274056,30.72767233,320.2375
2019,Barbour,AL,29.4,Female,-85.39257759,31.86971146,237.4125
2019,Bibb,AL,19.2,Female,-87.12660674,32.99841716,166.25
2019,Blount,AL,18.9,Female,-86.56682287,33.98117779,164.33749999999998
2019,Bullock,AL,42.6,Female,-85.71572943,32.10045868,251.8
2019,Butler,AL,52.8,Female,-86.68033977,31.75263934,238.97096774193543
2019,Calhoun,AL,15.7,Female,-85.82551623,33.77143754,282.34999999999997
2019,Chambers,AL,40.0,Female,-85.3918527,32.91366032,289.37499999999994
2019,Cherokee,AL,29.4,Female,-85.60380974,34.17589658,249.146875
2019,Chilton,AL,21.1,Female,-86.71859452,32.84808739,136.725
2019,Choctaw,AL,38.7,Female,-88.26307263,32.02018207,279.44166666666666
2019,Clarke,AL,35.4,Female,-87.8307994,31.67669574,269.69500000000005
2019,Clay,AL,16.2,Female,-85.86066416,33.26887291,266.4323076923076
2019,Cleburne,AL,232.8,Female,-85.51884123,33.67436617,358.4166666666667
2019,Coffee,AL,28.1,Female,-85.98807083,31.40201383,273.06666666666666
2019,Colbert,AL,18.3,Female,-87.80505926,34.70050771,154.64999999999998
2019,Conecuh,AL,55.9,Female,-86.99377231,31.42933115,342.85
2019,Coosa,AL,18.2,Female,-86.24777279,32.93632232,124.475
2019,Covington,AL,34.1,Female,-86.45140741,31.24847262,311.63750000000005
2019,Crenshaw,AL,35.5,Female,-86.31352639,31.73147323,181.825
2019,Cullman,AL,27.3,Female,-86.86745972,34.13171053,331.375
2019,Dale,AL,33.9,Female,-85.61095911,31.43172003,250.325
2019,Dallas,AL,70.9,Female,-87.10652067,32.32606624,282.5684210526316
2019,DeKalb,AL,25.9,Female,-85.80420937,34.45996386,219.1916666666667
2019,Elmore,AL,27.8,Female,-86.14896296,32.59706731,222.1125
2019,Escambia,AL,67.9,Female,-87.16148904,31.12624334,341.6
2019,Etowah,AL,31.3,Female,-86.03446443,34.04497916,251.65
2019,Fayette,AL,56.6,Female,-87.73888336,33.72127452,316.0837209302325
2019,Franklin,AL,20.8,Female,-87.84362647,34.44204214,270.3096774193547
2019,Geneva,AL,32.5,Female,-85.83914027,31.09493585,286.725
2019,Greene,AL,25.4,Female,-87.95228523,32.85350035,262.4482142857143
2019,Hale,AL,34.0,Female,-87.62917044,32.76270033,250.75
2019,Henry,AL,30.4,Female,-85.24139992,31.51454902,251.02249999999998
2019,Houston,AL,24.0,Female,-85.30233952,31.15301715,258.29499999999996
2019,Jackson,AL,24.1,Female,-85.99901677,34.77967145,255.92988505747115
2019,Jefferson,AL,26.8,Female,-86.89630765,33.55450598,276.69595959595955
2019,Lamar,AL,29.0,Female,-88.09687939,33.77893899,211.86875000000003
2019,Lauderdale,AL,21.0,Female,-87.65414319,34.9014529,222.225
2019,Lawrence,AL,18.9,Female,-87.31091522,34.52255318,267.0571428571428
2019,Lee,AL,42.8,Female,-85.35489822,32.60106335,299.53913043478263
2019,Limestone,AL,34.8,Female,-86.98148088,34.81015922,334.0875
2019,Lowndes,AL,47.2,Female,-86.64999101,32.15511991,396.47499999999997
2019,Macon,AL,40.8,Female,-85.69256899,32.38582729,219.21666666666667
2019,Madison,AL,27.3,Female,-86.54980611,34.76286101,301.7
2019,Marengo,AL,26.9,Female,-87.78922106,32.24779405,153.72500000000002
2019,Marion,AL,19.0,Female,-87.88724524,34.13675456,267.31093749999997
2019,Marshall,AL,22.7,Female,-86.30632283,34.367033,273.6268292682927
2019,Mobile,AL,39.1,Female,-88.20661673,30.77909182,237.3
2019,Monroe,AL,50.6,Female,-87.3653789,31.5710221,243.84848484848487
2019,Montgomery,AL,42.2,Female,-86.20793965,32.22056206,264.0014285714285
2019,Morgan,AL,39.5,Female,-86.85330245,34.4533685,280.28684210526313
2019,Perry,AL,27.1,Female,-87.29431924,32.63859787,280.1222222222222
2019,Pickens,AL,46.1,Female,-88.08915838,33.28069907,272.36666666666673
2019,Pike,AL,36.3,Female,-85.9408685,31.80230476,298.9135135135135
2019,Randolph,AL,25.1,Female,-85.45918069,33.29354328,237.85517241379307
2019,Russell,AL,50.3,Female,-85.18470755,32.28813951,312.31999999999994
2019,Shelby,AL,15.9,Female,-86.66110489,33.2644234,208.54000000000002
2019,St. Clair,AL,18.3,Female,-86.31451647,33.71557348,226.91249999999997
2019,Sumter,AL,42.7,Female,-88.19898465,32.59136873,242.10625000000005
2019,Talladega,AL,19.3,Female,-86.1655942,33.38024222,130.0
2019,Tallapoosa,AL,33.3,Female,-85.79749679,32.86233641,212.425
2019,Tuscaloosa,AL,45.7,Female,-87.52511853,33.28976451,207.52499999999998
2019,Walker,AL,21.1,Female,-87.29726513,33.80318354,261.8
2019,Washington,AL,26.2,Female,-88.20818975,31.40757664,297.63931623931626
2019,Wilcox,AL,37.8,Female,-87.30788121,31.98924535,191.92857142857142
2019,Winston,AL,33.0,Female,-87.37340225,34.14963502,302.3125
2019,Arkansas,AR,43.7,Female,-91.37521096,34.29077696,277.65
2019,Ashley,AR,30.5,Female,-91.76783682,33.19127446,246.22500000000002
2019,Baxter,AR,34.0,Female,-92.33691634,36.28721651,174.375
2019,Benton,AR,43.6,Female,-94.25629692,36.33878268,280.3942857142856
2019,Boone,AR,32.7,Female,-93.09160454,36.3088145,231.51333333333338
2019,Bradley,AR,38.2,Female,-92.16220062,33.46620359,311.4
2019,Carroll,AR,38.3,Female,-93.53865314,36.34092349,292.0588235294118
2019,Chicot,AR,63.9,Female,-91.29365079,33.2673446,350.425
2019,Clark,AR,32.3,Female,-93.17654906,34.05084013,242.85833333333338
2019,Cleveland,AR,34.8,Female,-92.18489232,33.89827634,298.90000000000003
2019,Columbia,AR,63.0,Female,-93.22721368,33.21412138,242.2793103448277
2019,Conway,AR,40.5,Female,-92.70105372,35.26214665,347.79999999999995
2019,Craighead,AR,83.1,Female,-90.63290427,35.83085138,526.85
